0,0,99,99,216.147,0,1
0,0,64,64,107.596,0,1
64,0,99,64,166.581,0,1
0,64,64,99,126.431,0,1
64,64,99,99,131.192,0,1
0,0,32,32,98.9894,1,1
32,0,64,32,105.59,0,1
0,32,32,64,100.289,0,1
32,32,64,64,98.9894,1,1
64,0,96,32,104.853,0,1
96,0,99,32,166.379,0,1
64,32,96,64,100.11,0,1
96,32,99,64,138.307,0,1
0,64,32,96,99.1503,1,1
32,64,64,96,99.7608,1,1
0,96,32,99,103.341,0,1
32,96,64,99,113.36,0,1
64,64,96,96,100.175,0,1
96,64,99,96,121.084,0,1
64,96,96,99,99.7608,1,1
96,96,99,99,99.7608,1,1
32,0,48,16,102.393,0,1
48,0,64,16,104.043,0,1
32,16,48,32,101.449,0,1
48,16,64,32,100.966,0,1
0,32,16,48,100.981,0,1
16,32,32,48,100.103,0,1
0,48,16,64,99.7608,1,1
16,48,32,64,99.7608,1,1
64,0,80,16,101.769,0,1
80,0,96,16,102.143,0,1
64,16,80,32,104.465,0,1
80,16,96,32,99.9486,1,1
96,0,99,16,111.547,0,1
96,16,99,32,99.9486,1,1
64,32,80,48,99.9486,1,1
80,32,96,48,100.802,0,1
64,48,80,64,99.9486,1,1
80,48,96,64,99.9486,1,1
96,32,99,48,105.035,0,1
96,48,99,64,107.771,0,1
0,96,16,99,99.9486,1,1
16,96,32,99,99.9486,1,1
32,96,48,99,99.9486,1,1
48,96,64,99,99.9486,1,1
64,64,80,80,99.9486,1,1
80,64,96,80,99.9486,1,1
64,80,80,96,99.9486,1,1
80,80,96,96,100.175,0,1
96,64,99,80,114.49,0,1
96,80,99,96,101.56,0,1
32,0,40,8,102.094,0,1
40,0,48,8,102.393,0,1
32,8,40,16,99.9486,1,1
40,8,48,16,99.9486,1,1
48,0,56,8,104.043,0,1
56,0,64,8,104.043,0,1
48,8,56,16,99.9486,1,1
56,8,64,16,99.9486,1,1
32,16,40,24,99.9771,1,1
40,16,48,24,99.9771,1,1
32,24,40,32,100.46,0,1
40,24,48,32,100.966,0,1
48,16,56,24,99.9771,1,1
56,16,64,24,99.9771,1,1
48,24,56,32,100.966,0,1
56,24,64,32,100.383,0,1
0,32,8,40,99.9771,1,1
8,32,16,40,99.9771,1,1
0,40,8,48,100.981,0,1
8,40,16,48,99.9771,1,1
16,32,24,40,100.103,0,1
24,32,32,40,100.103,0,1
16,40,24,48,99.9771,1,1
24,40,32,48,99.9771,1,1
64,0,72,8,99.9771,1,1
72,0,80,8,101.769,0,1
64,8,72,16,99.9771,1,1
72,8,80,16,99.9771,1,1
80,0,88,8,101.769,0,1
88,0,96,8,99.9771,1,1
80,8,88,16,100.324,0,1
88,8,96,16,100.351,0,1
64,16,72,24,99.9771,1,1
72,16,80,24,99.9771,1,1
64,24,72,32,103.517,0,1
72,24,80,32,100.925,0,1
96,0,99,8,111.547,0,1
96,8,99,16,110.064,0,1
80,32,88,40,100.802,0,1
88,32,96,40,100.802,0,1
80,40,88,48,99.9771,1,1
88,40,96,48,99.9771,1,1
96,32,99,40,100.669,0,1
96,40,99,48,99.9771,1,1
96,48,99,56,101.673,0,1
96,56,99,64,99.9771,1,1
80,80,88,88,99.9771,1,1
88,80,96,88,99.9771,1,1
80,88,88,96,99.9771,1,1
88,88,96,96,100.175,0,1
96,64,99,72,99.9771,1,1
96,72,99,80,99.9771,1,1
96,80,99,88,99.9771,1,1
96,88,99,96,101.56,0,1
32,0,36,4,99.9771,1,1
36,0,40,4,99.9771,1,1
32,4,36,8,99.9771,1,1
36,4,40,8,99.9771,1,1
40,0,44,4,99.9771,1,1
44,0,48,4,99.9771,1,1
40,4,44,8,99.9771,1,1
44,4,48,8,99.9771,1,1
48,0,52,4,99.9771,1,1
52,0,56,4,99.9771,1,1
48,4,52,8,99.9771,1,1
52,4,56,8,99.9771,1,1
56,0,60,4,99.9771,1,1
60,0,64,4,99.9771,1,1
56,4,60,8,99.9771,1,1
60,4,64,8,99.9771,1,1
32,24,36,28,99.9771,1,1
36,24,40,28,99.9771,1,1
32,28,36,32,100.46,0,1
36,28,40,32,99.9771,1,1
40,24,44,28,99.9771,1,1
44,24,48,28,99.9771,1,1
40,28,44,32,99.9771,1,1
44,28,48,32,99.9771,1,1
48,24,52,28,99.9771,1,1
52,24,56,28,99.9771,1,1
48,28,52,32,99.9771,1,1
52,28,56,32,99.9771,1,1
56,24,60,28,99.9771,1,1
60,24,64,28,99.9771,1,1
56,28,60,32,99.9771,1,1
60,28,64,32,99.9771,1,1
0,40,4,44,99.9771,1,1
4,40,8,44,99.9771,1,1
0,44,4,48,99.9771,1,1
4,44,8,48,99.9771,1,1
16,32,20,36,99.9771,1,1
20,32,24,36,99.9771,1,1
16,36,20,40,99.9771,1,1
20,36,24,40,99.9771,1,1
24,32,28,36,99.9771,1,1
28,32,32,36,99.9771,1,1
24,36,28,40,99.9771,1,1
28,36,32,40,99.9771,1,1
72,0,76,4,99.9771,1,1
76,0,80,4,99.9771,1,1
72,4,76,8,99.9771,1,1
76,4,80,8,99.9771,1,1
80,0,84,4,99.9771,1,1
84,0,88,4,99.9771,1,1
80,4,84,8,99.9771,1,1
84,4,88,8,99.9771,1,1
80,8,84,12,99.9771,1,1
84,8,88,12,100.324,0,1
80,12,84,16,99.9771,1,1
84,12,88,16,99.9771,1,1
88,8,92,12,100.351,0,1
92,8,96,12,99.9771,1,1
88,12,92,16,99.9771,1,1
92,12,96,16,99.9771,1,1
64,24,68,28,99.9771,1,1
68,24,72,28,99.9771,1,1
64,28,68,32,99.9771,1,1
68,28,72,32,99.9771,1,1
72,24,76,28,100.925,0,1
76,24,80,28,100.862,0,1
72,28,76,32,99.9771,1,1
76,28,80,32,99.9771,1,1
96,0,99,4,99.9771,1,1
96,4,99,8,99.9771,1,1
96,8,99,12,99.9771,1,1
96,12,99,16,99.9771,1,1
80,32,84,36,99.9771,1,1
84,32,88,36,99.9771,1,1
80,36,84,40,99.9771,1,1
84,36,88,40,99.9771,1,1
88,32,92,36,99.9771,1,1
92,32,96,36,99.9771,1,1
88,36,92,40,99.9771,1,1
92,36,96,40,99.9771,1,1
96,32,99,36,99.9771,1,1
96,36,99,40,99.9771,1,1
96,48,99,52,99.9771,1,1
96,52,99,56,99.9771,1,1
88,88,92,92,99.9771,1,1
92,88,96,92,99.9771,1,1
88,92,92,96,99.9771,1,1
92,92,96,96,99.9771,1,1
96,88,99,92,99.9771,1,1
96,92,99,96,99.9771,1,1
32,28,34,30,99.9771,1,1
34,28,36,30,99.9771,1,1
32,30,34,32,100.46,0,1
34,30,36,32,100.46,0,1
84,8,86,10,100.08,0,1
86,8,88,10,100.324,0,1
84,10,86,12,99.9771,1,1
86,10,88,12,99.9771,1,1
88,8,90,10,100.351,0,1
90,8,92,10,100.313,0,1
88,10,90,12,99.9771,1,1
90,10,92,12,99.9771,1,1
72,24,74,26,99.9771,1,1
74,24,76,26,99.9771,1,1
72,26,74,28,100.732,0,1
74,26,76,28,100.925,0,1
76,24,78,26,99.9771,1,1
78,24,80,26,99.9771,1,1
76,26,78,28,100.862,0,1
78,26,80,28,99.9771,1,1
32,30,33,31,99.9771,1,1
33,30,34,31,99.9771,1,1
32,31,33,32,99.9771,1,1
33,31,34,32,99.9771,1,1
34,30,35,31,99.9771,1,1
35,30,36,31,99.9771,1,1
34,31,35,32,99.9771,1,1
35,31,36,32,99.9771,1,1
84,8,85,9,99.9771,1,1
85,8,86,9,99.9771,1,1
84,9,85,10,99.9771,1,1
85,9,86,10,99.9771,1,1
86,8,87,9,99.9771,1,1
